Hechos_Id,Número De Victimas,Fecha,Año,Mes,Dia,Día Semana,Estación,Hora,Franja Horaria,Lugar Del Hecho,Tipo De Calle,Calle,Cruce,Comuna,Barrio,Pos X,Pos Y,Participantes,Víctima,Acusado,Rol,Sexo,Edad,Rango Etario
2017-0030,1,2017-03-07,2017,Marzo,7,Martes,Otoño,08:00:00,8,MOZART Y COLECTORA AV. TTE. LUIS J DELLEPIANE,AVENIDA,MOZART,True,Comuna 9,Parque Avellaneda,-58.47010988,-34.65872088,AUTO-PASAJEROS,AUTO,PASAJEROS,CONDUCTOR,FEMENINO,27,26-40
2017-0031,1,2017-03-11,2017,Marzo,11,Sábado,Otoño,01:30:00,1,24 DE NOVIEMBRE Y PAVON ,CALLE,24 DE NOVIEMBRE,True,Comuna 3,San Cristobal,-58.4099756,-34.62873635,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,MASCULINO,70,61+
2017-0032,1,2017-03-12,2017,Marzo,12,Domingo,Otoño,05:00:00,5,AV. GRAL. PAZ Y PEDRO DE MENDOZA,GRAL PAZ,"PAZ, GRAL. AV.",True,Comuna 8,Villa Lugano,-58.48892175,-34.68359163,AUTO-AUTO,AUTO,AUTO,PASAJERO_ACOMPAÑANTE,FEMENINO,40,41-60
2017-0033,1,2017-03-12,2017,Marzo,12,Domingo,Otoño,07:30:00,7,AV. GRAL. PAZ KM. 10,GRAL PAZ,"PAZ, GRAL. AV.",True,Comuna 11,Villa Devoto,-58.52466448,-34.60325478,AUTO-AUTO,AUTO,AUTO,CONDUCTOR,MASCULINO,28,26-40
2017-0034,1,2017-03-13,2017,Marzo,13,Lunes,Otoño,07:50:00,7,GODOY CRUZ 2651,CALLE,GODOY CRUZ,False,Comuna 14,Palermo,-58.42554218,-34.57929036,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,43,41-60
2017-0035,3,2017-03-23,2017,Marzo,23,Jueves,Otoño,05:00:00,5,AV. DR. TRISTAN ACHAVAL RODRIGUEZ Y BLVD. AZUCENA VILLAFLOR,AVENIDA,"ACHAVAL RODRIGUEZ, T., DR. AV.",True,Comuna 1,Puerto Madero,-58.35881506,-34.61113641,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,CONDUCTOR,MASCULINO,28,26-40
2017-0035,3,2017-03-23,2017,Marzo,23,Jueves,Otoño,05:00:00,5,AV. DR. TRISTAN ACHAVAL RODRIGUEZ Y BLVD. AZUCENA VILLAFLOR,AVENIDA,"ACHAVAL RODRIGUEZ, T., DR. AV.",True,Comuna 1,Puerto Madero,-58.35881506,-34.61113641,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,MASCULINO,32,26-40
2017-0035,3,2017-03-23,2017,Marzo,23,Jueves,Otoño,05:00:00,5,AV. DR. TRISTAN ACHAVAL RODRIGUEZ Y BLVD. AZUCENA VILLAFLOR,AVENIDA,"ACHAVAL RODRIGUEZ, T., DR. AV.",True,Comuna 1,Puerto Madero,-58.35881506,-34.61113641,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,MASCULINO,30,26-40
2017-0036,2,2017-03-29,2017,Marzo,29,Miércoles,Otoño,18:00:00,18,CURUPAYTI Y COLECTORA AV. GRAL. PAZ,GRAL PAZ,"PAZ, GRAL. AV.",True,Comuna 12,Villa Pueyrredon,-58.51452347,-34.58159762,MOTO-PASAJEROS,MOTO,PASAJEROS,PASAJERO_ACOMPAÑANTE,FEMENINO,22,19-25
2017-0036,2,2017-03-29,2017,Marzo,29,Miércoles,Otoño,18:00:00,18,CURUPAYTI Y COLECTORA AV. GRAL. PAZ,GRAL PAZ,"PAZ, GRAL. AV.",True,Comuna 12,Villa Pueyrredon,-58.51452347,-34.58159762,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,20,19-25
2017-0037,1,2017-03-31,2017,Marzo,31,Viernes,Otoño,03:00:00,3,AV. INDEPENDENCIA Y VIRREY CEVALLOS,AVENIDA,INDEPENDENCIA AV.,True,Comuna 1,Constitucion,-58.38896772,-34.61799615,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,41,41-60
2017-0038,1,2017-04-01,2017,Abril,1,Sábado,Otoño,19:00:00,19,AV. CASTAÑARES Y LAUTARO,AVENIDA,CASTA?ARES AV.,True,Comuna 7,Flores,-58.44516857,-34.64363363,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,FEMENINO,40,41-60
2017-0040,1,2017-04-03,2017,Abril,3,Lunes,Otoño,09:40:00,9,CAMINO CIUDAD UNUVERSITARIA Y AV. TTE. GUIRALDES,AVENIDA,"GUIRALDES, INT.",False,Comuna 13,Belgrano,-58.43834197,-34.54560369,MULTIPLE,AUTO,MULTIPLE,CONDUCTOR,MASCULINO,43,41-60
2017-0041,1,2017-04-03,2017,Abril,3,Lunes,Otoño,23:15:00,23,BALDOMERO FERNANDEZ MORENO 2186,CALLE,"FERNANDEZ MORENO, BALDOMERO",False,Comuna 7,Flores,-58.45485084,-34.63531854,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,17,0-18
2017-0042,1,2017-04-10,2017,Abril,10,Lunes,Otoño,09:00:00,9,AV. LEOPOLDO LUGONES PKM 6900,GRAL PAZ,"LUGONES, LEOPOLDO AV.",False,Comuna 13,Belgrano,-58.43854389,-34.54824546,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,34,26-40
2017-0045,1,2017-04-14,2017,Abril,14,Viernes,Otoño,06:15:00,6,NOGOYA 5940,CALLE,NOGOYA,False,Comuna 10,Versalles,-58.52449285,-34.62454175,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,21,19-25
2017-0047,1,2017-04-23,2017,Abril,23,Domingo,Otoño,06:30:00,6,AV. ARGENTINA Y AV. CORVALAN,AVENIDA,ARGENTINA AV.,True,Comuna 8,Villa Lugano,-58.46713742,-34.6719879,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,37,26-40
2017-0049,1,2017-04-27,2017,Abril,27,Jueves,Otoño,18:16:00,18,AV. FERNANDEZ DE LA CRUZ Y VARELA,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",True,Comuna 8,Villa Soldati,-58.43850413,-34.65554754,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,22,19-25
2017-0050,2,2017-04-28,2017,Abril,28,Viernes,Otoño,11:08:08,11,AU PERITO MORENO Y RAMAL ENLACE AU1/AU6,AUTOPISTA,AUTOPISTA PERITO MORENO,False,Comuna 10,Villa Luro,-58.49253465,-34.64061318,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,46,41-60
2017-0050,2,2017-04-28,2017,Abril,28,Viernes,Otoño,11:08:08,11,AU PERITO MORENO Y RAMAL ENLACE AU1/AU6,AUTOPISTA,AUTOPISTA PERITO MORENO,False,Comuna 10,Villa Luro,-58.49253465,-34.64061318,MOTO-CARGAS,MOTO,CARGAS,PASAJERO_ACOMPAÑANTE,MASCULINO,16,0-18
2017-0051,1,2017-05-01,2017,Mayo,1,Lunes,Otoño,03:47:47,3,AU DELLEPIANE 2400,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,False,Comuna 8,Villa Lugano,-58.47557813,-34.66931534,AUTO-AUTO,AUTO,AUTO,CONDUCTOR,MASCULINO,33,26-40
2017-0052,1,2017-05-05,2017,Mayo,5,Viernes,Otoño,03:40:00,3,AV. GRAL. PAZ Y GOLETA JULIA,GRAL PAZ,"PAZ, GRAL. AV.",True,Comuna 0,Límite o Afueras,-58.49413799,-34.68095739,PEATON-CARGAS,PEATON,CARGAS,PEATON,FEMENINO,47,41-60
2017-0053,1,2017-05-05,2017,Mayo,5,Viernes,Otoño,20:16:22,20,VIEYTES Y VILLARINO,CALLE,VIEYTES,True,Comuna 4,Barracas,-58.37547846,-34.65326075,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,28,26-40
2017-0054,1,2017-05-07,2017,Mayo,7,Domingo,Otoño,21:00:00,21,AV. DE LOS CONSTITUYENTES Y PEDRO MORAN,AVENIDA,DE LOS CONSTITUYENTES AV.,True,Comuna 15,Parque Chas,-58.48680218,-34.58689719,MOTO-AUTO,MOTO,AUTO,PASAJERO_ACOMPAÑANTE,FEMENINO,20,19-25
2017-0055,1,2017-05-09,2017,Mayo,9,Martes,Otoño,08:30:00,8,AV. DE LOS CONSTITUYENTES 4900,AVENIDA,DE LOS CONSTITUYENTES AV.,False,Comuna 12,Villa Pueyrredon,-58.49563989,-34.57962262,AUTO-AUTO,AUTO,AUTO,CONDUCTOR,MASCULINO,32,26-40
2017-0058,1,2017-05-09,2017,Mayo,9,Martes,Otoño,23:10:00,23,AV. CORDOBA Y LIBERTAD,AVENIDA,CORDOBA AV.,True,Comuna 1,Retiro,-58.38403232,-34.5991594,PEATON-MOTO,PEATON,MOTO,PEATON,MASCULINO,80,61+
2017-0059,1,2017-05-11,2017,Mayo,11,Jueves,Otoño,09:24:00,9,BRASIL Y LIMA,CALLE,BRASIL,True,Comuna 1,Constitucion,-58.38223382,-34.62693865,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,39,26-40
2017-0060,1,2017-05-13,2017,Mayo,13,Sábado,Otoño,07:20:00,7,AV. ESCALADA Y AV. FERNANDEZ DE LA CRUZ,AVENIDA,ESCALADA AV.,True,Comuna 8,Villa Soldati,-58.45966521,-34.67323292,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,MASCULINO,30,26-40
2017-0061,1,2017-05-15,2017,Mayo,15,Lunes,Otoño,13:29:30,13,PARAGUAY Y AV. CALLAO ,AVENIDA,PARAGUAY,True,Comuna 2,Recoleta,-58.39303911,-34.59871111,PEATON-MOTO,PEATON,MOTO,PEATON,MASCULINO,47,41-60
2017-0062,1,2017-05-15,2017,Mayo,15,Lunes,Otoño,16:00:00,16,AV. JUAN B JUSTO Y SAN BLAS,AVENIDA,"JUSTO, JUAN B. AV.",True,Comuna 10,Versalles,-58.51262106,-34.63395999,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,35,26-40
2017-0063,1,2017-05-17,2017,Mayo,17,Miércoles,Otoño,10:13:00,10,CHILE Y AV. 9 DE JULIO,AVENIDA,CHILE,True,Comuna 1,Monserrat,-58.38118367,-34.61646839,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,79,61+
2017-0064,1,2017-05-20,2017,Mayo,20,Sábado,Otoño,05:00:00,5,MAIPU Y PERON,CALLE,MAIPU,True,Comuna 1,San Nicolas,-58.37653284,-34.60582475,CARGAS-AUTO,CARGAS,AUTO,PASAJERO_ACOMPAÑANTE,MASCULINO,61,61+
2017-0065,1,2017-05-22,2017,Mayo,22,Lunes,Otoño,16:00:00,16,AV. SUAREZ Y HERRERA,AVENIDA,SUAREZ AV.,True,Comuna 4,Barracas,-58.37709334,-34.64035082,BICICLETA-CARGAS,BICICLETA,CARGAS,CICLISTA,MASCULINO,21,19-25
2017-0066,1,2017-05-22,2017,Mayo,22,Lunes,Otoño,18:10:00,18,AV. SAN MARTIN Y FRAGATA SARMIENTO,AVENIDA,SAN MARTIN AV.,True,Comuna 15,Paternal,-58.46002142,-34.60409469,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,10,0-18
2017-0067,1,2017-05-23,2017,Mayo,23,Martes,Otoño,02:45:00,2,AV. DIRECTORIO Y AV. JOSE MARIA MORENO,AVENIDA,DIRECTORIO AV.,True,Comuna 7,Parque Chacabuco,-58.4338197,-34.62801894,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,21,19-25
2017-0068,1,2017-05-27,2017,Mayo,27,Sábado,Otoño,19:50:00,19,AV. TTE. FRANCISCO RABANAL 2950,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.",False,Comuna 8,Villa Soldati,-58.43580656,-34.66437532,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,32,26-40
2017-0069,1,2017-05-24,2017,Mayo,24,Miércoles,Otoño,14:15:00,14,AV. GRAL. PAZ Y ULRICO SCHMIDL,GRAL PAZ,"PAZ, GRAL. AV.",True,Comuna 0,Límite o Afueras,-58.52173071,-34.65997463,MOTO-SD,MOTO,SD,CONDUCTOR,MASCULINO,39,26-40
2017-0070,1,2017-05-30,2017,Mayo,30,Martes,Otoño,13:20:00,13,NUEVA YORK  3696,CALLE,NUEVA YORK,False,Comuna 11,Villa Devoto,-58.50791763,-34.59804273,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,80,61+
2017-0072,1,2017-06-03,2017,Junio,3,Sábado,Invierno,23:20:00,23,AV. DE LOS CONSTITUYENTES Y VALLEJOS,AVENIDA,DE LOS CONSTITUYENTES AV.,True,Comuna 12,Villa Urquiza,-58.49175088,-34.58226957,AUTO-AUTO,AUTO,AUTO,CONDUCTOR,MASCULINO,25,26-40
2017-0073,1,2017-06-04,2017,Junio,4,Domingo,Invierno,09:00:00,9,AV. CORRIENTES Y ECUADOR,AVENIDA,CORRIENTES AV.,True,Comuna 3,Balvanera,-58.40781467,-34.60425669,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,19,19-25
2017-0074,1,2017-06-04,2017,Junio,4,Domingo,Invierno,12:50:00,12,CASCO 133,CALLE,CASCO,False,Comuna 9,Liniers,-58.52567073,-34.63787791,SD-SD,SD,SD,CONDUCTOR,MASCULINO,70,61+
2017-0075,1,2017-06-12,2017,Junio,12,Lunes,Invierno,22:38:00,22,AV. DE MAYO Y AV. 9 DE JULIO,AVENIDA,DE MAYO AV.,True,Comuna 1,Monserrat,-58.381542,-34.60906385,PEATON-MOTO,PEATON,MOTO,PEATON,MASCULINO,55,41-60
2017-0076,1,2017-06-13,2017,Junio,13,Martes,Invierno,14:50:00,14,AV. RAMON CASTILLO Y CALLE 12,AVENIDA,"CASTILLO, RAMON S., PRES. AV.",True,Comuna 2,Recoleta,-58.38526125,-34.5780581,PEATON-CARGAS,PEATON,CARGAS,PEATON,FEMENINO,30,26-40
2017-0077,1,2017-06-17,2017,Junio,17,Sábado,Invierno,23:45:00,23,FRAY JUSTO SANTAMARIA DE ORO 1930,CALLE,FRAY JUSTO SANTAMARIA DE ORO,False,Comuna 14,Palermo,-58.42934104,-34.58451712,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,FEMENINO,60,61+
2017-0079,1,2017-06-19,2017,Junio,19,Lunes,Invierno,16:26:00,16,MEXICO Y DEAN FUNES,CALLE,MEXICO,True,Comuna 3,Balvanera,-58.40657493,-34.61781124,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,33,26-40
2017-0080,1,2017-06-22,2017,Junio,22,Jueves,Invierno,10:15:00,10,AV. JUAN B ALBERDI Y AV. ESCALADA,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",True,Comuna 9,Mataderos,-58.49525314,-34.64487785,PEATON-CARGAS,PEATON,CARGAS,PEATON,FEMENINO,95,61+
2017-0082,1,2017-06-25,2017,Junio,25,Domingo,Invierno,22:40:00,22,AV. ENTRE RIOS Y AV. BRASIL,AVENIDA,ENTRE RIOS AV.,True,Comuna 1,Constitucion,-58.39092851,-34.62932696,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,36,26-40
2017-0083,1,2017-07-04,2017,Julio,4,Martes,Invierno,00:25:00,0,AV. JUAN B ALBERDI Y GUARDIA NACIONAL,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",True,Comuna 9,Mataderos,-58.49603546,-34.64564271,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,37,26-40
2017-0084,1,2017-07-05,2017,Julio,5,Miércoles,Invierno,12:49:00,12,AV. DEL LIBERTADOR Y RODRIGUEZ PEÑA,AVENIDA,DEL LIBERTADOR AV.,True,Comuna 2,Recoleta,-58.38502878,-34.58703485,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,73,61+
2017-0085,1,2017-07-07,2017,Julio,7,Viernes,Invierno,14:15:00,14,TACUARI Y AV. MARTIN GARCIA,AVENIDA,TACUARI,True,Comuna 4,Barracas,-58.37261143,-34.63150425,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,84,61+
2017-0086,1,2017-07-09,2017,Julio,9,Domingo,Invierno,07:30:00,7,AV. RIVADAVIA Y MURGUIONDO,AVENIDA,RIVADAVIA AV.,True,Comuna 9,Liniers,-58.51876802,-34.63905965,PEATON-MOTO,PEATON,MOTO,PEATON,FEMENINO,30,26-40
2017-0087,1,2017-07-10,2017,Julio,10,Lunes,Invierno,10:45:00,10,24 DE NOVIEMBRE 390,CALLE,24 DE NOVIEMBRE,False,Comuna 3,Balvanera,-58.41095567,-34.61516101,PEATON-AUTO,PEATON,AUTO,PEATON,FEMENINO,73,61+
2017-0088,1,2017-07-10,2017,Julio,10,Lunes,Invierno,22:30:00,22,AV. PASEO COLON Y BRASIL,AVENIDA,PASEO COLON AV.,True,Comuna 1,San Telmo,-58.36797542,-34.62519403,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,43,41-60
2017-0089,1,2017-07-13,2017,Julio,13,Jueves,Invierno,12:05:00,12,MARTINIANO LEGUIZAMON 901,CALLE,"LEGUIZAMON, MARTINIANO",False,Comuna 9,Liniers,-58.51514709,-34.64787051,SD-AUTO,SD,AUTO,CONDUCTOR,MASCULINO,23,19-25
2017-0090,1,2017-07-15,2017,Julio,15,Sábado,Invierno,05:15:00,5,AV. CHIVILCOY Y COLECTORA AV. GRAL. PAZ ,GRAL PAZ,CHIVILCOY AV.,True,Comuna 11,Villa Devoto,-58.51925642,-34.59171721,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,22,19-25
2017-0091,1,2017-07-15,2017,Julio,15,Sábado,Invierno,13:00:00,13,SUPERI Y AV. GRAL. PAZ,GRAL PAZ,SUPERI,True,Comuna 0,Límite o Afueras,-58.48671535,-34.54321216,MOTO-SD,MOTO,SD,CONDUCTOR,MASCULINO,58,41-60
2017-0092,1,2017-07-24,2017,Julio,24,Lunes,Invierno,22:16:01,22,AU 25 DE MAYO Y AU FRONDIZI (9 DE JULIO SUR),AUTOPISTA,AUTOPISTA 25 DE MAYO,True,Comuna 1,Constitucion,-58.38268809,-34.62282019,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,66,61+
2017-0093,1,2017-07-25,2017,Julio,25,Martes,Invierno,16:48:40,16,"AV. LEOPOLDO LUGONES KM 7,5, ALTURA PUENTE SCALABRINI ORTIZ, SENTIDO A CENTRO PORTEÑO",AUTOPISTA,"LUGONES, LEOPOLDO AV.",True,Comuna 13,Belgrano,-58.43633522,-34.54966288,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,77,61+
2017-0094,1,2017-07-27,2017,Julio,27,Jueves,Invierno,08:50:00,8,VICTOR HUGO 2639,CALLE,"HUGO, VICTOR",False,Comuna 10,Villa Real,-58.52640838,-34.61765855,BICICLETA-CARGAS,BICICLETA,CARGAS,CICLISTA,FEMENINO,56,41-60
2017-0095,1,2017-08-06,2017,Agosto,6,Domingo,Invierno,08:00:00,8,AV. CORDOBA Y JERONIMO SALGUERO,AVENIDA,CORDOBA AV.,True,Comuna 14,Palermo,-58.41894306,-34.59778875,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,36,26-40
2017-0096,1,2017-08-07,2017,Agosto,7,Lunes,Invierno,19:50:00,19,AV. CABILDO Y NUÑEZ,AVENIDA,CABILDO AV.,True,Comuna 13,Nuñez,-58.46756026,-34.54972741,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,87,61+
2017-0098,1,2017-08-08,2017,Agosto,8,Martes,Invierno,12:10:00,12,JOSE BONIFACIO 2114,CALLE,"BONIFACIO, JOSE",False,Comuna 7,Flores,-58.45715752,-34.63132912,PEATON-AUTO,PEATON,AUTO,PEATON,FEMENINO,61,61+
2017-0099,1,2017-08-17,2017,Agosto,17,Jueves,Invierno,19:45:00,19,AV. PTE FIGUEROA ALCORTA 5400,AVENIDA,"FIGUEROA ALCORTA, PRES. AV.",False,Comuna 14,Palermo,-58.42406784,-34.56213916,BICICLETA-AUTO,BICICLETA,AUTO,CICLISTA,MASCULINO,28,26-40
2017-0100,1,2017-08-21,2017,Agosto,21,Lunes,Invierno,07:45:00,7,VENEZUELA 2135,CALLE,REPUBLICA BOLIVARIANA DE VENEZUELA,False,Comuna 3,Balvanera,-58.3967447,-34.61512051,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,FEMENINO,16,0-18
2017-0101,1,2017-08-23,2017,Agosto,23,Miércoles,Invierno,10:00:00,10,AV. FCO. LACROZE Y ZAPATA,AVENIDA,"LACROZE, FEDERICO AV.",True,Comuna 13,Colegiales,-58.44537508,-34.57084818,MULTIPLE,PEATON,MULTIPLE,PEATON,FEMENINO,61,61+
2017-0102,1,2017-08-24,2017,Agosto,24,Jueves,Invierno,01:10:00,1,IRIARTE Y ZAVALETA,AVENIDA,"IRIARTE, GRAL. AV.",True,Comuna 4,Barracas,-58.40056767,-34.6510708,PEATON-CARGAS,PEATON,CARGAS,PEATON,MASCULINO,46,41-60
2017-0104,1,2017-08-25,2017,Agosto,25,Viernes,Invierno,09:00:00,9,AV. 9 DE JULIO Y ESTADOS UNIDOS,AVENIDA,9 DE JULIO AV.,True,Comuna 1,Constitucion,-58.38109568,-34.61853244,PEATON-CARGAS,PEATON,CARGAS,PEATON,FEMENINO,18,19-25
2017-0106,1,2017-08-31,2017,Agosto,31,Jueves,Invierno,19:50:00,19,FRAY JUSTO SANTAMARIA DE ORO Y GUEMES,CALLE,FRAY JUSTO SANTAMARIA DE ORO,True,Comuna 14,Palermo,-58.42533612,-34.58035258,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,85,61+
2017-0107,1,2017-09-01,2017,Septiembre,1,Viernes,Primavera,11:30:00,11,AV. DEL LIBERTADOR Y JARAMILLO,AVENIDA,DEL LIBERTADOR AV.,True,Comuna 13,Nuñez,-58.46062311,-34.54395182,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,41,41-60
2017-0108,2,2017-09-02,2017,Septiembre,2,Sábado,Primavera,04:53:08,4,AV. GRAL. PAZ Y MACHAIN,GRAL PAZ,"PAZ, GRAL. AV.",True,Comuna 12,Saavedra,-58.49491054,-34.54795581,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,MASCULINO,17,0-18
2017-0108,2,2017-09-02,2017,Septiembre,2,Sábado,Primavera,04:53:08,4,AV. GRAL. PAZ Y MACHAIN,GRAL PAZ,"PAZ, GRAL. AV.",True,Comuna 12,Saavedra,-58.49491054,-34.54795581,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,MASCULINO,10,0-18
2017-0109,1,2017-09-04,2017,Septiembre,4,Lunes,Primavera,21:00:00,21,AV. DIRECTORIO Y PORTELA,AVENIDA,DIRECTORIO AV.,True,Comuna 7,Flores,-58.47130269,-34.63665402,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,21,19-25
2017-0110,1,2017-09-06,2017,Septiembre,6,Miércoles,Primavera,14:15:00,14,LAVALLE Y AV. LEANDRO N ALEM,AVENIDA,LAVALLE,True,Comuna 1,San Nicolas,-58.370488,-34.60189492,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,56,41-60
2017-0111,1,2017-09-07,2017,Septiembre,7,Jueves,Primavera,18:23:37,18,USPALLATA Y PIROVANO,CALLE,USPALLATA,True,Comuna 4,Nueva Pompeya,-58.42023854,-34.6423411,PEATON-CARGAS,PEATON,CARGAS,PEATON,FEMENINO,79,61+
2017-0112,2,2017-09-10,2017,Septiembre,10,Domingo,Primavera,09:32:17,9,AU 25 DE MAYO Y AV. VARELA,AUTOPISTA,AUTOPISTA 25 DE MAYO,False,Comuna 7,Flores,-58.45807401,-34.6399743,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,MASCULINO,1,0-18
2017-0112,2,2017-09-10,2017,Septiembre,10,Domingo,Primavera,09:32:17,9,AU 25 DE MAYO Y AV. VARELA,AUTOPISTA,AUTOPISTA 25 DE MAYO,False,Comuna 7,Flores,-58.45807401,-34.6399743,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,MASCULINO,59,41-60
2017-0113,1,2017-09-11,2017,Septiembre,11,Lunes,Primavera,06:30:00,6,AV. SANTA FE Y MAIPU,AVENIDA,SANTA FE AV.,True,Comuna 1,Retiro,-58.37697717,-34.59573848,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,76,61+
2017-0114,1,2017-09-15,2017,Septiembre,15,Viernes,Primavera,02:30:00,2,AV. ALVEAR Y AV. DEL LIBERTADOR,AVENIDA,ALVEAR AV.,True,Comuna 2,Recoleta,-58.3910058,-34.5849866,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,CONDUCTOR,MASCULINO,26,26-40
2017-0115,1,2017-09-19,2017,Septiembre,19,Martes,Primavera,18:52:33,18,AV. PAVON Y TREINTA Y TRES ORIENTALES,AVENIDA,PAVON AV.,True,Comuna 5,Boedo,-58.42182126,-34.63089661,MOTO-BICICLETA,MOTO,BICICLETA,CONDUCTOR,MASCULINO,34,26-40
2017-0116,1,2017-09-20,2017,Septiembre,20,Miércoles,Primavera,22:24:00,22,COLECTORA AV. GRAL. PAZ 5750,GRAL PAZ,"PAZ, GRAL. AV.",False,Comuna 12,Villa Pueyrredon,-58.51389422,-34.58075791,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,22,19-25
2017-0118,1,2017-09-22,2017,Septiembre,22,Viernes,Primavera,07:02:09,7,VIEYTES Y CRUZ,AVENIDA,VIEYTES,True,Comuna 4,Barracas,-58.37585415,-34.65232158,MOTO-AUTO,MOTO,AUTO,PASAJERO_ACOMPAÑANTE,FEMENINO,26,26-40
2017-0120,1,2017-10-02,2017,Octubre,2,Lunes,Primavera,15:55:33,15,AU DELLEPIANE Y AV. ESCALADA,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,True,Comuna 8,Villa Lugano,-58.47297505,-34.66245085,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,20,19-25
2017-0123,1,2017-10-10,2017,Octubre,10,Martes,Primavera,01:05:38,1,ALBARIÑO Y AV. ARGENTINA,AVENIDA,ALBARI?O,True,Comuna 8,Villa Lugano,-58.46855503,-34.67216349,PEATON-AUTO,PEATON,AUTO,PEATON,FEMENINO,36,26-40
2017-0124,1,2017-10-12,2017,Octubre,12,Jueves,Primavera,14:40:28,14,JUAN RAMIREZ DE VELAZCO 1211,CALLE,"RAMIREZ DE VELASCO, JUAN",False,Comuna 15,Villa Crespo,-58.44254033,-34.59185043,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,51,41-60
