Hechos_Id,Número De Victimas,Fecha,Año,Mes,Dia,Día Semana,Estación,Hora,Franja Horaria,Lugar Del Hecho,Tipo De Calle,Calle,Cruce,Comuna,Barrio,Pos X,Pos Y,Participantes,Víctima,Acusado,Rol,Sexo,Edad,Rango Etario
2018-0136,1,2018-12-18,2018,Diciembre,18,Martes,Verano,15:42:00,15,Rivadavia Av. 7013,AVENIDA,RIVADAVIA AV.,False,Comuna 7,Flores,-58.46438789,-34.62913916,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,70,61+
2018-0137,1,2018-12-18,2018,Diciembre,18,Martes,Verano,20:15:00,20,Adolfo Alsina y Santiago del Estero,CALLE,"ALSINA, ADOLFO",True,Comuna 1,Monserrat,-58.38481975,-34.61100424,MOTO-PASAJEROS,MOTO,PASAJEROS,PASAJERO_ACOMPAÑANTE,MASCULINO,29,26-40
2018-0138,1,2018-12-21,2018,Diciembre,21,Viernes,Verano,09:30:00,9,Bermudez 1893,CALLE,BERMUDEZ,False,Comuna 10,Monte Castro,-58.50751833,-34.62073702,PASAJEROS-PASAJEROS,PASAJEROS,PASAJEROS,PASAJERO_ACOMPAÑANTE,FEMENINO,79,61+
2018-0139,1,2018-12-22,2018,Diciembre,22,Sábado,Verano,06:30:00,6,Santander 1974,CALLE,SANTANDER,False,Comuna 7,Parque Chacabuco,-58.44682986,-34.63888084,MOTO-MOTO,MOTO,MOTO,PASAJERO_ACOMPAÑANTE,MASCULINO,28,26-40
2018-0140,1,2018-12-22,2018,Diciembre,22,Sábado,Verano,08:05:00,8,Julieta Lanteri 1400,CALLE,LANTERI JULIETA,False,Comuna 1,Puerto Madero,-58.3600465,-34.61381341,AUTO-AUTO,AUTO,AUTO,CONDUCTOR,MASCULINO,78,61+
2018-0141,1,2018-12-22,2018,Diciembre,22,Sábado,Verano,17:40:00,17,Maza y Av. Independencia,AVENIDA,MAZA,True,Comuna 5,Boedo,-58.41509546,-34.62085945,PEATON-MOTO,PEATON,MOTO,PEATON,MASCULINO,75,61+
2018-0142,1,2018-12-25,2018,Diciembre,25,Martes,Verano,13:30:00,13,"PAZ, GRAL. AV. 5172",GRAL PAZ,"PAZ, GRAL. AV.",False,Comuna 12,Villa Pueyrredon,-58.50997604,-34.57251072,CARGAS-PASAJEROS,CARGAS,PASAJEROS,PASAJERO_ACOMPAÑANTE,MASCULINO,32,26-40
2018-0143,1,2018-12-29,2018,Diciembre,29,Sábado,Verano,05:25:00,5,"Olivera Av. y Alberdi, Juan Bautista Av.",AVENIDA,OLIVERA AV.,True,Comuna 9,Parque Avellaneda,-58.48606475,-34.64047818,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,22,19-25
2019-0001,1,2019-01-08,2019,Enero,8,Martes,Verano,08:30:00,8,"CASTILLO, RAMON S., PRES. AV. Y CALLE 12",AVENIDA,"CASTILLO, RAMON S., PRES. AV.",True,Comuna 2,Recoleta,-58.38526125,-34.5780581,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,25,26-40
2019-0002,1,2019-01-09,2019,Enero,9,Miércoles,Verano,04:00:00,4,"CASTAÑARES AV. Y MORENO, PERITO AV.",AVENIDA,CASTA?ARES AV.,True,Comuna 7,Flores,-58.45463662,-34.65082149,AUTO-CARGAS,AUTO,CARGAS,CONDUCTOR,MASCULINO,32,26-40
2019-0003,1,2019-01-12,2019,Enero,12,Sábado,Verano,08:00:00,8,SAN MARTIN AV. Y TERRADA,AVENIDA,SAN MARTIN AV.,True,Comuna 15,Agronomia,-58.49121672,-34.59718073,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,23,19-25
2019-0004,1,2019-01-14,2019,Enero,14,Lunes,Verano,19:58:00,19,"PERON, EVA AV. Y MEDINA",AVENIDA,"PERON, EVA AV.",True,Comuna 9,Parque Avellaneda,-58.47325712,-34.65284605,AUTO-PASAJEROS,AUTO,PASAJEROS,CONDUCTOR,MASCULINO,71,61+
2019-0005,1,2019-01-19,2019,Enero,19,Sábado,Verano,12:00:00,12,"JUSTO, JUAN B. AV. Y ALVAREZ JONTE AV.",AVENIDA,"JUSTO, JUAN B. AV.",True,Comuna 10,Versalles,-58.52108101,-34.63382309,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,43,41-60
2019-0006,1,2019-01-23,2019,Enero,23,Miércoles,Verano,05:45:00,5,"OBLIGADO RAFAEL, AV. COSTANERA 4650",AVENIDA,"OBLIGADO RAFAEL, AV.COSTANERA",False,Comuna 14,Palermo,-58.41652702,-34.55509606,PEATON-AUTO,PEATON,AUTO,PEATON,FEMENINO,12,0-18
2019-0007,1,2019-01-26,2019,Enero,26,Sábado,Verano,19:34:00,19,"MITRE, BARTOLOME Y YATAY",CALLE,"MITRE, BARTOLOME",True,Comuna 5,Almagro,-58.42891604,-34.6107166,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,35,26-40
2019-0008,1,2019-01-30,2019,Enero,30,Miércoles,Verano,22:45:00,22,"PAZ, GRAL. AV. 16080",GRAL PAZ,"PAZ, GRAL. AV.",False,Comuna 8,Villa Riachuelo,-58.47802293,-34.69156793,MULTIPLE,MOTO,MULTIPLE,CONDUCTOR,MASCULINO,42,41-60
2019-0009,1,2019-01-31,2019,Enero,31,Jueves,Verano,14:55:00,14,CHACABUCO Y SAN JUAN AV.,AVENIDA,CHACABUCO,True,Comuna 1,San Telmo,-58.37564821,-34.62200207,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,34,26-40
2019-0010,2,2019-02-02,2019,Febrero,2,Sábado,Verano,07:50:00,7,DEL LIBERTADOR AV. 4100,AVENIDA,DEL LIBERTADOR AV.,False,Comuna 14,Palermo,-58.42668489,-34.56961468,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,63,61+
2019-0010,2,2019-02-02,2019,Febrero,2,Sábado,Verano,07:50:00,7,DEL LIBERTADOR AV. 4100,AVENIDA,DEL LIBERTADOR AV.,False,Comuna 14,Palermo,-58.42668489,-34.56961468,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,59,41-60
2019-0011,1,2019-02-10,2019,Febrero,10,Domingo,Verano,01:00:00,1,"PAZ, GRAL. AV. Y ALBERDI, JUAN BAUTISTA AV.",GRAL PAZ,"PAZ, GRAL. AV.",True,Comuna 0,Límite o Afueras,-58.5183993,-34.66252488,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,52,41-60
2019-0012,1,2019-02-17,2019,Febrero,17,Domingo,Verano,03:16:00,3,"CASTAÑARES AV. Y GORDILLO, TIMOTEO",AVENIDA,CASTA?ARES AV.,True,Comuna 8,Villa Lugano,-58.48432691,-34.67665828,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,31,26-40
2019-0013,1,2019-02-20,2019,Febrero,20,Miércoles,Verano,07:30:00,7,SALVIGNY Y MOM,CALLE,SALVIGNY,True,Comuna 7,Parque Chacabuco,-58.4338383,-34.64457699,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,39,26-40
2019-0014,1,2019-02-20,2019,Febrero,20,Miércoles,Verano,17:30:00,17,"LAMARCA, EMILIO 5402",CALLE,"LAMARCA, EMILIO",False,Comuna 11,Villa Devoto,-58.51664939,-34.58657938,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,69,61+
2019-0015,1,2019-02-23,2019,Febrero,23,Sábado,Verano,06:57:00,6,SAN MARTIN AV. 5638,AVENIDA,SAN MARTIN AV.,False,Comuna 11,Villa Del Parque,-58.49613012,-34.59703502,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,CONDUCTOR,MASCULINO,21,19-25
2019-0016,1,2019-02-24,2019,Febrero,24,Domingo,Verano,02:00:00,2,"CARRILLO, RAMON, DR. Y FINOCHIETTO ENRIQUE DR.",CALLE,"CARRILLO, RAMON, DR.",True,Comuna 4,Barracas,-58.38313603,-34.63356284,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,40,41-60
2019-0017,1,2019-03-03,2019,Marzo,3,Domingo,Otoño,07:00:00,7,MEXICO Y PICHINCHA,CALLE,MEXICO,True,Comuna 3,Balvanera,-58.39914719,-34.61632317,AUTO-PASAJEROS,AUTO,PASAJEROS,CONDUCTOR,MASCULINO,22,19-25
2019-0018,1,2019-03-03,2019,Marzo,3,Domingo,Otoño,23:30:00,23,"CANTILO, INT. Y UDAONDO, GUILLERMO AV.",AUTOPISTA,"CANTILO, INT.",True,Comuna 13,Belgrano,-58.44927253,-34.54048625,PEATON-AUTO,PEATON,AUTO,PEATON,FEMENINO,29,26-40
2019-0019,1,2019-03-06,2019,Marzo,6,Miércoles,Otoño,12:00:00,12,DEL LIBERTADOR AV. 6326,AVENIDA,DEL LIBERTADOR AV.,False,Comuna 13,Belgrano,-58.45049163,-34.55374003,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,56,41-60
2019-0020,1,2019-03-07,2019,Marzo,7,Jueves,Otoño,21:01:00,21,CHICLANA AV. 3444,AVENIDA,CHICLANA AV.,False,Comuna 5,Boedo,-58.41288952,-34.63572989,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,43,41-60
2019-0021,1,2019-03-15,2019,Marzo,15,Viernes,Otoño,22:50:00,22,BOYACA AV. Y YERBAL,AVENIDA,BOYACA AV.,True,Comuna 7,Flores,-58.45743597,-34.62561234,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,23,19-25
2019-0022,1,2019-03-15,2019,Marzo,15,Viernes,Otoño,00:00:00,0,ENTRE RIOS AV. BAJO PUENTE AUTOPISTA (1260 APROX),AVENIDA,ENTRE RIOS AV.,False,Comuna 1,Constitucion,-58.39123782,-34.62352245,AUTO-SD,AUTO,SD,PASAJERO_ACOMPAÑANTE,MASCULINO,65,61+
2019-0023,1,2019-03-16,2019,Marzo,16,Sábado,Otoño,08:28:00,8,"PAZ, GRAL. AV. Y JACQUES, AMADEO",GRAL PAZ,"PAZ, GRAL. AV.",True,Comuna 9,Liniers,-58.52922765,-34.63637963,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,CONDUCTOR,MASCULINO,34,26-40
2019-0024,1,2019-03-19,2019,Marzo,19,Martes,Otoño,07:12:00,7,ANTARTIDA ARGENTINA AV. 1325,AVENIDA,ANTARTIDA ARGENTINA AV.,False,Comuna 1,Retiro,-58.37208118,-34.58541957,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,32,26-40
2019-0025,1,2019-03-22,2019,Marzo,22,Viernes,Otoño,13:10:00,13,"MITRE, BARTOLOME Y SANCHEZ DE BUSTAMANTE",CALLE,"MITRE, BARTOLOME",True,Comuna 5,Almagro,-58.41458534,-34.60937557,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,27,26-40
2019-0026,1,2019-03-28,2019,Marzo,28,Jueves,Otoño,07:32:00,7,"FERNANDEZ DE LA CRUZ, F. , GRAL. AV. Y LARRAZABAL",AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",True,Comuna 8,Villa Riachuelo,-58.47976785,-34.69153196,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,4,0-18
2019-0027,1,2019-03-28,2019,Marzo,28,Jueves,Otoño,11:11:00,11,SANTA FE AV. Y AZCUENAGA,AVENIDA,SANTA FE AV.,True,Comuna 2,Recoleta,-58.39990285,-34.59511714,MULTIPLE,BICICLETA,MULTIPLE,CICLISTA,MASCULINO,37,26-40
2019-0028,1,2019-04-06,2019,Abril,6,Sábado,Otoño,09:15:00,9,"JUSTO, JUAN B. AV. y OROÑO, NICASIO",AVENIDA,"JUSTO, JUAN B. AV.",True,Comuna 11,Villa Gral. Mitre,-58.46051346,-34.60588536,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,52,41-60
2019-0029,1,2019-04-07,2019,Abril,7,Domingo,Otoño,10:15:00,10,"FERNANDEZ DE LA CRUZ, F. , GRAL. AV. Y LACARRA AV.",AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",True,Comuna 8,Villa Riachuelo,-58.47976785,-34.69153196,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,27,26-40
2019-0030,1,2019-04-09,2019,Abril,9,Martes,Otoño,16:00:00,16,"ALVAREZ, DONATO, TTE. GRAL. Y YERBAL",CALLE,"ALVAREZ, DONATO, TTE. GRAL.",True,Comuna 6,Caballito,-58.45457546,-34.62447891,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,25,26-40
2019-0031,1,2019-04-12,2019,Abril,12,Viernes,Otoño,19:55:00,19,"CORDOBA AV. Y MADERO, EDUARDO AV.",AVENIDA,CORDOBA AV.,True,Comuna 1,Retiro,-58.36951669,-34.59832047,BICICLETA-CARGAS,BICICLETA,CARGAS,CICLISTA,MASCULINO,20,19-25
2019-0032,1,2019-04-16,2019,Abril,16,Martes,Otoño,11:00:00,11,"CAMARONES Y ALVAREZ, DONATO, TTE. GRAL. AV.",AVENIDA,CAMARONES,True,Comuna 11,Villa Gral. Mitre,-58.46415322,-34.6044379,PEATON-AUTO,PEATON,AUTO,PEATON,FEMENINO,83,61+
2019-0033,1,2019-04-18,2019,Abril,18,Jueves,Otoño,01:00:00,1,"AUTOPISTA 25 DE MAYO Y HUERGO, ING. AV.",AUTOPISTA,AUTOPISTA 25 DE MAYO,True,Comuna 1,San Telmo,-58.36607137,-34.62150748,MOTO-SD,MOTO,SD,CONDUCTOR,MASCULINO,25,26-40
2019-0034,1,2019-04-21,2019,Abril,21,Domingo,Otoño,09:08:00,9,"MORENO, PERITO AV. 3050",AVENIDA,"MORENO, PERITO AV.",False,Comuna 7,Flores,-58.45537373,-34.65093074,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,8,0-18
2019-0035,1,2019-04-23,2019,Abril,23,Martes,Otoño,14:10:00,14,SUIPACHA 665,CALLE,SUIPACHA,False,Comuna 1,San Nicolas,-58.37942637,-34.60053054,PEATON-BICICLETA,PEATON,BICICLETA,PEATON,FEMENINO,75,61+
2019-0036,1,2019-04-26,2019,Abril,26,Viernes,Otoño,22:46:00,22,RIGLOS Y FORMOSA,CALLE,RIGLOS,True,Comuna 6,Caballito,-58.4368044,-34.62147504,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,34,26-40
2019-0037,1,2019-05-01,2019,Mayo,1,Miércoles,Otoño,23:10:00,23,LA RIOJA E INDEPENDENCIA AV.,AVENIDA,LA RIOJA,True,Comuna 3,San Cristobal,-58.40778291,-34.61971907,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,17,0-18
2019-0038,1,2019-05-04,2019,Mayo,4,Sábado,Otoño,14:10:00,14,"UDAONDO, GUILLERMO AV. Y FIGUEROA ALCORTA, PRES. AV.",AVENIDA,"UDAONDO, GUILLERMO AV.",True,Comuna 13,Nuñez,-58.45212523,-34.54628513,PEATON-MOTO,PEATON,MOTO,PEATON,FEMENINO,42,41-60
2019-0039,1,2019-05-09,2019,Mayo,9,Jueves,Otoño,03:05:00,3,SAN PEDRITO AV. Y DIRECTORIO AV.,AVENIDA,SAN PEDRITO AV.,True,Comuna 7,Flores,-58.46749188,-34.63551751,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,28,26-40
2019-0040,1,2019-05-09,2019,Mayo,9,Jueves,Otoño,12:45:00,12,PUAN Y SANTANDER,CALLE,PUAN,True,Comuna 7,Parque Chacabuco,-58.4426358,-34.63679732,MOTO-SD,MOTO,SD,CONDUCTOR,MASCULINO,44,41-60
2019-0041,1,2019-05-11,2019,Mayo,11,Sábado,Otoño,20:30:00,20,"ALBERDI, JUAN BAUTISTA AV. Y ANDALGALA",AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",True,Comuna 9,Mataderos,-58.51140289,-34.65846419,MULTIPLE,AUTO,MULTIPLE,PASAJERO_ACOMPAÑANTE,FEMENINO,78,61+
2019-0042,1,2019-05-14,2019,Mayo,14,Martes,Otoño,15:00:00,15,LIMA Y CONSTITUCION,CALLE,LIMA,True,Comuna 1,Constitucion,-58.38211431,-34.62465368,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,39,26-40
2019-0043,1,2019-05-21,2019,Mayo,21,Martes,Otoño,09:00:00,9,"CORDOBA AV. Y MADERO, EDUARDO AV.",AVENIDA,CORDOBA AV.,True,Comuna 1,Retiro,-58.36951669,-34.59832047,BICICLETA-CARGAS,BICICLETA,CARGAS,CICLISTA,FEMENINO,22,19-25
2019-0044,1,2019-05-27,2019,Mayo,27,Lunes,Otoño,12:45:00,12,BOEDO AV. 650,AVENIDA,BOEDO AV.,False,Comuna 5,Almagro,-58.41635217,-34.62036547,PEATON-MOTO,PEATON,MOTO,PEATON,FEMENINO,77,61+
2019-0045,1,2019-06-03,2019,Junio,3,Lunes,Invierno,07:27:00,7,DEL LIBERTADOR AV. Y REPUBLICA DE LA INDIA,AVENIDA,DEL LIBERTADOR AV.,True,Comuna 14,Palermo,-58.41316147,-34.57579669,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,33,26-40
2019-0046,1,2019-06-04,2019,Junio,4,Martes,Invierno,09:00:00,9,GRAL PAZ Y CABILDO,GRAL PAZ,"PAZ, GRAL. AV.",True,Comuna 0,Límite o Afueras,-58.47617802,-34.53825652,MOTO-AUTO,MOTO,AUTO,PASAJERO_ACOMPAÑANTE,FEMENINO,26,26-40
2019-0047,1,2019-06-06,2019,Junio,6,Jueves,Invierno,10:00:00,10,CASEROS AV. 1700,AVENIDA,CASEROS AV.,False,Comuna 4,Barracas,-58.38641783,-34.63330028,PEATON-CARGAS,PEATON,CARGAS,PEATON,MASCULINO,76,61+
2019-0048,1,2019-06-07,2019,Junio,7,Viernes,Invierno,07:00:00,7,AVELLANEDA AV. 1548,AVENIDA,AVELLANEDA AV.,False,Comuna 6,Caballito,-58.45322169,-34.62038137,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,32,26-40
2019-0049,1,2019-06-08,2019,Junio,8,Sábado,Invierno,09:20:00,9,CIUDAD DE LA PAZ Y MENDOZA,CALLE,CIUDAD DE LA PAZ,True,Comuna 13,Belgrano,-58.45849057,-34.56166498,PEATON-CARGAS,PEATON,CARGAS,PEATON,FEMENINO,72,61+
2019-0050,1,2019-06-08,2019,Junio,8,Sábado,Invierno,23:35:00,23,"SALGUERO, JERONIMO Y HONDURAS AV.",AVENIDA,"SALGUERO, JERONIMO",True,Comuna 14,Palermo,-58.41829559,-34.59411677,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,21,19-25
2019-0051,1,2019-06-11,2019,Junio,11,Martes,Invierno,10:00:00,10,"FILIBERTO, JUAN DE DIOS Y OLAVARRIA",CALLE,"FILIBERTO, JUAN DE DIOS",True,Comuna 4,Boca,-58.36376488,-34.63832093,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,41,41-60
2019-0053,1,2019-06-14,2019,Junio,14,Viernes,Invierno,17:20:00,17,ASTURIAS AV. Y CASTAÑARES AV.,AVENIDA,ASTURIAS AV.,True,Comuna 8,Villa Lugano,-58.46442668,-34.66004784,AUTO-AUTO,AUTO,AUTO,PASAJERO_ACOMPAÑANTE,MASCULINO,49,41-60
2019-0054,1,2019-06-20,2019,Junio,20,Jueves,Invierno,03:00:00,3,GANDARA 2976,CALLE,GANDARA,False,Comuna 15,Parque Chas,-58.48222035,-34.58428769,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,21,19-25
2019-0055,1,2019-06-20,2019,Junio,20,Jueves,Invierno,19:45:00,19,"GUEVARA, TRINIDAD Y MADERO, EDUARDO AV.",AVENIDA,"GUEVARA, TRINIDAD",True,Comuna 1,San Nicolas,-58.36819005,-34.60283208,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,47,41-60
2019-0056,1,2019-06-29,2019,Junio,29,Sábado,Invierno,17:16:00,17,BOYACA AV. 305,AVENIDA,BOYACA AV.,False,Comuna 7,Flores,-58.45877601,-34.62330939,PEATON-AUTO,PEATON,AUTO,PEATON,FEMENINO,75,61+
2019-0057,1,2019-07-05,2019,Julio,5,Viernes,Invierno,19:00:00,19,ARTILLEROS Y LA PAMPA,CALLE,ARTILLEROS,True,Comuna 13,Belgrano,-58.44196498,-34.55760517,PEATON-AUTO,PEATON,AUTO,PEATON,FEMENINO,63,61+
2019-0058,1,2019-07-10,2019,Julio,10,Miércoles,Invierno,09:20:00,9,AUTOPISTA PERITO MORENO ALTURA PASO A NIVEL DE IRIGOYEN,AUTOPISTA,AUTOPISTA PERITO MORENO,False,Comuna 10,Villa Luro,-58.50622631,-34.63627822,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,39,26-40
2019-0059,1,2019-07-13,2019,Julio,13,Sábado,Invierno,22:35:00,22,15 DE NOVIEMBRE DE 1889 Y SANTIAGO DEL ESTERO,CALLE,15 DE NOVIEMBRE DE 1889,True,Comuna 1,Constitucion,-58.3841088,-34.63099197,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,30,26-40
2019-0060,1,2019-07-17,2019,Julio,17,Miércoles,Invierno,11:20:00,11,"ACOSTA, MARIANO AV. Y FALCON, RAMON L., CNEL.",AVENIDA,"ACOSTA, MARIANO AV.",True,Comuna 10,Velez Sarsfield,-58.48100602,-34.63504312,PEATON-AUTO,PEATON,AUTO,PEATON,FEMENINO,78,61+
2019-0061,1,2019-07-17,2019,Julio,17,Miércoles,Invierno,18:40:00,18,11 DE SEPTIEMBRE DE 1888 Y MENDOZA,CALLE,11 DE SEPTIEMBRE DE 1888,True,Comuna 13,Belgrano,-58.45200171,-34.5578132,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,58,41-60
2019-0062,1,2019-08-01,2019,Agosto,1,Jueves,Invierno,23:00:00,23,"PINO, VIRREY DEL Y CAMPOS, LUIS M. AV.",AVENIDA,"PINO, VIRREY DEL",True,Comuna 13,Belgrano,-58.44462132,-34.56201105,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,60,61+
2019-0063,1,2019-08-04,2019,Agosto,4,Domingo,Invierno,01:30:00,1,FOREST AV. Y MAURE,AVENIDA,FOREST AV.,True,Comuna 15,Chacarita,-58.45220688,-34.58711712,MOTO-PASAJEROS,MOTO,PASAJEROS,PASAJERO_ACOMPAÑANTE,MASCULINO,74,61+
2019-0064,1,2019-08-06,2019,Agosto,6,Martes,Invierno,03:15:00,3,"BOYACA AV. Y AVELLANEDA AV,",AVENIDA,BOYACA AV.,True,Comuna 7,Flores,-58.4596221,-34.6224514,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,20,19-25
2019-0065,1,2019-08-08,2019,Agosto,8,Jueves,Invierno,16:45:00,16,BARCO CENTENERA DEL Y TILCARA,CALLE,BARCO CENTENERA DEL,True,Comuna 4,Nueva Pompeya,-58.4197085,-34.65414867,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,55,41-60
2019-0066,1,2019-08-11,2019,Agosto,11,Domingo,Invierno,21:15:00,21,RIESTRA AV. Y BOLIVAR,AVENIDA,RIESTRA AV.,True,Comuna 7,Flores,-58.44187596,-34.64938031,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,40,41-60
2019-0067,1,2019-08-14,2019,Agosto,14,Miércoles,Invierno,15:00:00,15,"CASTRO, EMILIO 4706",CALLE,"CASTRO, EMILIO",False,Comuna 10,Villa Luro,-58.49101637,-34.64276621,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,35,26-40
2019-0068,1,2019-08-14,2019,Agosto,14,Miércoles,Invierno,17:40:00,17,27 DE FEBRERO AV. 5600,AVENIDA,27 DE FEBRERO AV.,False,Comuna 8,Villa Soldati,-58.42493829,-34.66256502,MOTO-MOTO,MOTO,MOTO,CONDUCTOR,MASCULINO,53,41-60
2019-0069,1,2019-08-17,2019,Agosto,17,Sábado,Invierno,05:25:00,5,"GARAY, JUAN DE AV. 2874",AVENIDA,"GARAY, JUAN DE AV.",False,Comuna 4,Parque Patricios,-58.40489318,-34.62930162,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,43,41-60
2019-0070,1,2019-08-22,2019,Agosto,22,Jueves,Invierno,12:30:00,12,"SCALABRINI ORTIZ, RAUL AV. y GORRITI",AVENIDA,"SCALABRINI ORTIZ, RAUL AV.",True,Comuna 14,Palermo,-58.4268668,-34.59217875,MOTO-BICICLETA,MOTO,BICICLETA,CONDUCTOR,MASCULINO,25,26-40
2019-0071,1,2019-08-27,2019,Agosto,27,Martes,Invierno,11:30:00,11,PRIMERA JUNTA Y OLIVERA AV.,AVENIDA,PRIMERA JUNTA,True,Comuna 9,Parque Avellaneda,-58.479611,-34.65620398,PEATON-CARGAS,PEATON,CARGAS,PEATON,MASCULINO,40,41-60
2019-0072,1,2019-08-28,2019,Agosto,28,Miércoles,Invierno,06:20:00,6,"ALBERDI, JUAN BAUTISTA AV. Y AZUL",AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",True,Comuna 10,Floresta,-58.47439934,-34.63524207,AUTO-AUTO,AUTO,AUTO,CONDUCTOR,MASCULINO,22,19-25
2019-0073,1,2019-08-29,2019,Agosto,29,Jueves,Invierno,01:50:00,1,ALVAREZ THOMAS AV. 1788,AVENIDA,ALVAREZ THOMAS AV.,False,Comuna 15,Villa Ortuzar,-58.46711912,-34.57926018,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,CONDUCTOR,MASCULINO,29,26-40
2019-0074,1,2019-08-29,2019,Agosto,29,Jueves,Invierno,09:00:00,9,"LUGONES, LEOPOLDO AV. Y PAZ, GRAL. AV.",AUTOPISTA,"LUGONES, LEOPOLDO AV.",True,Comuna 13,Nuñez,-58.46514781,-34.53465378,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,35,26-40
2019-0075,1,2019-08-30,2019,Agosto,30,Viernes,Invierno,23:20:00,23,SAN ANTONIO Y LUJAN,CALLE,SAN ANTONIO,True,Comuna 4,Barracas,-58.37571078,-34.65584079,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,31,26-40
2019-0076,1,2019-09-05,2019,Septiembre,5,Jueves,Primavera,18:00:00,18,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI ALTURA DON PEDRO DE MENDOZA AV.,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,False,Comuna 4,Barracas,-58.37157668,-34.65429986,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,FEMENINO,29,26-40
2019-0077,1,2019-09-08,2019,Septiembre,8,Domingo,Primavera,03:40:00,3,"FIGUEROA ALCORTA, PRES. AV. Y TAGLE",AVENIDA,"FIGUEROA ALCORTA, PRES. AV.",True,Comuna 14,Palermo,-58.39811256,-34.58070186,PEATON-AUTO,PEATON,AUTO,PEATON,FEMENINO,28,26-40
2019-0078,1,2019-09-12,2019,Septiembre,12,Jueves,Primavera,08:25:00,8,"EINSTEIN, ALBERTO Y ALCORTA, AMANCIO AV.",AVENIDA,"EINSTEIN, ALBERTO",True,Comuna 4,Nueva Pompeya,-58.41125934,-34.6541774,PEATON-CARGAS,PEATON,CARGAS,PEATON,FEMENINO,72,61+
