Hechos_Id,Número De Victimas,Fecha,Hora,Lugar Del Hecho,Cruce_Id,Tipo_Calle_Id,Comuna_Id,Participantes_Id,Víctima_Id,Acusado_Id,Rol_Id,Sexo_Id,Rango_Etario_Id,Edad
2019-0001,1,2019-01-08,08:30:00,"CASTILLO, RAMON S., PRES. AV. Y CALLE 12",1,1,2,6,1,5,1,1,3,25
2019-0002,1,2019-01-09,04:00:00,"CASTAÑARES AV. Y MORENO, PERITO AV.",1,1,7,16,2,5,1,1,3,32
2019-0003,1,2019-01-12,08:00:00,SAN MARTIN AV. Y TERRADA,1,1,15,1,1,1,1,1,2,23
2019-0004,1,2019-01-14,19:58:00,"PERON, EVA AV. Y MEDINA",1,1,9,2,2,2,1,1,5,71
2019-0005,1,2019-01-19,12:00:00,"JUSTO, JUAN B. AV. Y ALVAREZ JONTE AV.",1,1,10,6,1,5,1,1,4,43
2019-0006,1,2019-01-23,05:45:00,"OBLIGADO RAFAEL, AV. COSTANERA 4650",2,1,14,7,3,1,3,2,1,12
2019-0007,1,2019-01-26,19:34:00,"MITRE, BARTOLOME Y YATAY",1,3,5,1,1,1,1,1,3,35
2019-0008,1,2019-01-30,22:45:00,"PAZ, GRAL. AV. 16080",2,2,8,14,1,7,1,1,4,42
2019-0009,1,2019-01-31,14:55:00,CHACABUCO Y SAN JUAN AV.,1,1,1,1,1,1,1,1,3,34
2019-0010,2,2019-02-02,07:50:00,DEL LIBERTADOR AV. 4100,2,1,14,7,3,1,3,1,5,63
2019-0010,2,2019-02-02,07:50:00,DEL LIBERTADOR AV. 4100,2,1,14,7,3,1,3,1,4,59
2019-0011,1,2019-02-10,01:00:00,"PAZ, GRAL. AV. Y ALBERDI, JUAN BAUTISTA AV.",1,2,0,7,3,1,3,1,4,52
2019-0012,1,2019-02-17,03:16:00,"CASTAÑARES AV. Y GORDILLO, TIMOTEO",1,1,8,1,1,1,1,1,3,31
2019-0013,1,2019-02-20,07:30:00,SALVIGNY Y MOM,1,3,7,7,3,1,3,1,3,39
2019-0014,1,2019-02-20,17:30:00,"LAMARCA, EMILIO 5402",2,3,11,5,1,4,1,1,5,69
2019-0015,1,2019-02-23,06:57:00,SAN MARTIN AV. 5638,2,1,11,11,2,4,1,1,2,21
2019-0016,1,2019-02-24,02:00:00,"CARRILLO, RAMON, DR. Y FINOCHIETTO ENRIQUE DR.",1,3,4,4,1,2,1,1,4,40
2019-0017,1,2019-03-03,07:00:00,MEXICO Y PICHINCHA,1,3,3,2,2,2,1,1,2,22
2019-0018,1,2019-03-03,23:30:00,"CANTILO, INT. Y UDAONDO, GUILLERMO AV.",1,4,13,7,3,1,3,2,3,29
2019-0019,1,2019-03-06,12:00:00,DEL LIBERTADOR AV. 6326,2,1,13,1,1,1,1,1,4,56
2019-0020,1,2019-03-07,21:01:00,CHICLANA AV. 3444,2,1,5,1,1,1,1,1,4,43
2019-0021,1,2019-03-15,22:50:00,BOYACA AV. Y YERBAL,1,1,7,1,1,1,1,1,2,23
2019-0022,1,2019-03-15,00:00:00,ENTRE RIOS AV. BAJO PUENTE AUTOPISTA (1260 APROX),2,1,1,17,2,0,2,1,5,65
2019-0023,1,2019-03-16,08:28:00,"PAZ, GRAL. AV. Y JACQUES, AMADEO",1,2,9,11,2,4,1,1,3,34
2019-0024,1,2019-03-19,07:12:00,ANTARTIDA ARGENTINA AV. 1325,2,1,1,6,1,5,1,1,3,32
2019-0025,1,2019-03-22,13:10:00,"MITRE, BARTOLOME Y SANCHEZ DE BUSTAMANTE",1,3,5,7,3,1,3,1,3,27
2019-0026,1,2019-03-28,07:32:00,"FERNANDEZ DE LA CRUZ, F. , GRAL. AV. Y LARRAZABAL",1,1,8,9,3,2,3,1,1,4
2019-0027,1,2019-03-28,11:11:00,SANTA FE AV. Y AZCUENAGA,1,1,2,14,6,7,4,1,3,37
2019-0028,1,2019-04-06,09:15:00,"JUSTO, JUAN B. AV. y OROÑO, NICASIO",1,1,11,9,3,2,3,2,4,52
2019-0029,1,2019-04-07,10:15:00,"FERNANDEZ DE LA CRUZ, F. , GRAL. AV. Y LACARRA AV.",1,1,8,5,1,4,1,1,3,27
2019-0030,1,2019-04-09,16:00:00,"ALVAREZ, DONATO, TTE. GRAL. Y YERBAL",1,3,6,6,1,5,1,1,3,25
2019-0031,1,2019-04-12,19:55:00,"CORDOBA AV. Y MADERO, EDUARDO AV.",1,1,1,21,6,5,4,1,2,20
2019-0032,1,2019-04-16,11:00:00,"CAMARONES Y ALVAREZ, DONATO, TTE. GRAL. AV.",1,1,11,7,3,1,3,2,5,83
2019-0033,1,2019-04-18,01:00:00,"AUTOPISTA 25 DE MAYO Y HUERGO, ING. AV.",1,4,1,3,1,0,1,1,3,25
2019-0034,1,2019-04-21,09:08:00,"MORENO, PERITO AV. 3050",2,1,7,5,1,4,1,1,1,8
2019-0035,1,2019-04-23,14:10:00,SUIPACHA 665,2,3,1,27,3,9,3,2,5,75
2019-0036,1,2019-04-26,22:46:00,RIGLOS Y FORMOSA,1,3,6,1,1,1,1,1,3,34
2019-0037,1,2019-05-01,23:10:00,LA RIOJA E INDEPENDENCIA AV.,1,1,3,1,1,1,1,1,1,17
2019-0038,1,2019-05-04,14:10:00,"UDAONDO, GUILLERMO AV. Y FIGUEROA ALCORTA, PRES. AV.",1,1,13,8,3,6,3,2,4,42
2019-0039,1,2019-05-09,03:05:00,SAN PEDRITO AV. Y DIRECTORIO AV.,1,1,7,1,1,1,1,1,3,28
2019-0040,1,2019-05-09,12:45:00,PUAN Y SANTANDER,1,3,7,3,1,0,1,1,4,44
2019-0041,1,2019-05-11,20:30:00,"ALBERDI, JUAN BAUTISTA AV. Y ANDALGALA",1,1,9,14,2,7,2,2,5,78
2019-0042,1,2019-05-14,15:00:00,LIMA Y CONSTITUCION,1,3,1,9,3,2,3,1,3,39
2019-0043,1,2019-05-21,09:00:00,"CORDOBA AV. Y MADERO, EDUARDO AV.",1,1,1,21,6,5,4,2,2,22
2019-0044,1,2019-05-27,12:45:00,BOEDO AV. 650,2,1,5,8,3,6,3,2,5,77
2019-0045,1,2019-06-03,07:27:00,DEL LIBERTADOR AV. Y REPUBLICA DE LA INDIA,1,1,14,6,1,5,1,1,3,33
2019-0046,1,2019-06-04,09:00:00,GRAL PAZ Y CABILDO,1,2,0,1,1,1,2,2,3,26
2019-0047,1,2019-06-06,10:00:00,CASEROS AV. 1700,2,1,4,12,3,5,3,1,5,76
2019-0048,1,2019-06-07,07:00:00,AVELLANEDA AV. 1548,2,1,6,6,1,5,1,1,3,32
2019-0049,1,2019-06-08,09:20:00,CIUDAD DE LA PAZ Y MENDOZA,1,3,13,12,3,5,3,2,5,72
2019-0050,1,2019-06-08,23:35:00,"SALGUERO, JERONIMO Y HONDURAS AV.",1,1,14,6,1,5,1,1,2,21
2019-0051,1,2019-06-11,10:00:00,"FILIBERTO, JUAN DE DIOS Y OLAVARRIA",1,3,4,1,1,1,1,1,4,41
2019-0053,1,2019-06-14,17:20:00,ASTURIAS AV. Y CASTAÑARES AV.,1,1,8,10,2,1,2,1,4,49
2019-0054,1,2019-06-20,03:00:00,GANDARA 2976,2,3,15,5,1,4,1,1,2,21
2019-0055,1,2019-06-20,19:45:00,"GUEVARA, TRINIDAD Y MADERO, EDUARDO AV.",1,1,1,4,1,2,1,1,4,47
2019-0056,1,2019-06-29,17:16:00,BOYACA AV. 305,2,1,7,7,3,1,3,2,5,75
2019-0057,1,2019-07-05,19:00:00,ARTILLEROS Y LA PAMPA,1,3,13,7,3,1,3,2,5,63
2019-0058,1,2019-07-10,09:20:00,AUTOPISTA PERITO MORENO ALTURA PASO A NIVEL DE IRIGOYEN,2,4,10,4,1,2,1,1,3,39
2019-0059,1,2019-07-13,22:35:00,15 DE NOVIEMBRE DE 1889 Y SANTIAGO DEL ESTERO,1,3,1,4,1,2,1,1,3,30
2019-0060,1,2019-07-17,11:20:00,"ACOSTA, MARIANO AV. Y FALCON, RAMON L., CNEL.",1,1,10,7,3,1,3,2,5,78
2019-0061,1,2019-07-17,18:40:00,11 DE SEPTIEMBRE DE 1888 Y MENDOZA,1,3,13,9,3,2,3,2,4,58
2019-0062,1,2019-08-01,23:00:00,"PINO, VIRREY DEL Y CAMPOS, LUIS M. AV.",1,1,13,9,3,2,3,2,5,60
2019-0063,1,2019-08-04,01:30:00,FOREST AV. Y MAURE,1,1,15,4,1,2,2,1,5,74
2019-0064,1,2019-08-06,03:15:00,"BOYACA AV. Y AVELLANEDA AV,",1,1,7,1,1,1,1,1,2,20
2019-0065,1,2019-08-08,16:45:00,BARCO CENTENERA DEL Y TILCARA,1,3,4,9,3,2,3,2,4,55
2019-0066,1,2019-08-11,21:15:00,RIESTRA AV. Y BOLIVAR,1,1,7,7,3,1,3,1,4,40
2019-0067,1,2019-08-14,15:00:00,"CASTRO, EMILIO 4706",2,3,10,6,1,5,1,1,3,35
2019-0068,1,2019-08-14,17:40:00,27 DE FEBRERO AV. 5600,2,1,8,13,1,6,1,1,4,53
2019-0069,1,2019-08-17,05:25:00,"GARAY, JUAN DE AV. 2874",2,1,4,1,1,1,1,1,4,43
2019-0070,1,2019-08-22,12:30:00,"SCALABRINI ORTIZ, RAUL AV. y GORRITI",1,1,14,31,1,9,1,1,3,25
2019-0071,1,2019-08-27,11:30:00,PRIMERA JUNTA Y OLIVERA AV.,1,1,9,12,3,5,3,1,4,40
2019-0072,1,2019-08-28,06:20:00,"ALBERDI, JUAN BAUTISTA AV. Y AZUL",1,1,10,10,2,1,1,1,2,22
2019-0073,1,2019-08-29,01:50:00,ALVAREZ THOMAS AV. 1788,2,1,15,11,2,4,1,1,3,29
2019-0074,1,2019-08-29,09:00:00,"LUGONES, LEOPOLDO AV. Y PAZ, GRAL. AV.",1,4,13,6,1,5,1,1,3,35
2019-0075,1,2019-08-30,23:20:00,SAN ANTONIO Y LUJAN,1,3,4,4,1,2,1,1,3,31
2019-0076,1,2019-09-05,18:00:00,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI ALTURA DON PEDRO DE MENDOZA AV.,2,4,4,6,1,5,1,2,3,29
2019-0077,1,2019-09-08,03:40:00,"FIGUEROA ALCORTA, PRES. AV. Y TAGLE",1,1,14,7,3,1,3,2,3,28
2019-0078,1,2019-09-12,08:25:00,"EINSTEIN, ALBERTO Y ALCORTA, AMANCIO AV.",1,1,4,12,3,5,3,2,5,72
2019-0079,1,2019-09-17,05:30:00,AGRELO Y COLOMBRES,1,3,5,4,1,2,1,1,4,57
2019-0080,1,2019-09-17,18:40:00,"CABILDO AV. y PAZ, GRAL. AV.",1,2,0,8,3,6,3,1,5,76
2019-0081,1,2019-09-23,16:00:00,ELCANO AV. 4300,2,1,15,9,3,2,3,1,5,67
2019-0082,1,2019-09-25,07:45:00,"RABANAL, FRANCISCO, INTENDENTE AV. 2428",2,1,8,21,6,5,4,1,4,47
2019-0083,1,2019-09-26,08:00:00,MONTE Y CORVALAN,1,3,9,10,2,1,1,1,5,73
2019-0084,1,2019-09-27,11:45:00,TANDIL Y LA FUENTE,1,3,7,21,6,5,4,2,4,40
2019-0085,1,2019-10-09,22:18:00,CARDOSO Y BACACAY,1,3,10,37,6,10,4,1,2,20
2019-0086,1,2019-10-15,14:10:00,CORRIENTES AV. 6700,2,1,15,4,1,2,1,1,3,29
2019-0087,1,2019-10-21,21:00:00,ALVAREZ THOMAS AV. Y MENDOZA,1,1,12,13,1,6,1,1,4,41
2019-0088,1,2019-10-22,20:00:00,"ALCORTA, AMANCIO AV. Y BONAVENA, OSCAR NATALIO",1,1,4,9,3,2,3,1,3,27
2019-0089,1,2019-10-23,15:45:00,"BROWN, ALTE. AV. Y BLANES, JUAN MANUEL",1,1,4,12,3,5,3,2,5,92
2019-0090,1,2019-10-24,18:26:00,"ALBERDI, JUAN BAUTISTA AV. 5455",2,1,9,8,3,6,3,1,5,67
2019-0091,1,2019-11-01,20:50:00,"JUSTO, JUAN B. AV. Y CAMARGO",1,1,15,9,3,2,3,1,3,35
2019-0092,1,2019-11-03,10:30:00,"BRIN, MINISTRO Y SUAREZ",1,3,4,9,3,2,3,1,3,37
2019-0093,1,2019-11-13,11:50:00,"NIZA Y JUSTO, JUAN B. AV.",1,1,11,38,6,8,4,1,1,16
2019-0094,1,2019-11-18,14:00:00,CAMARGO Y SERRANO,1,3,15,39,1,8,2,2,2,19
2019-0095,1,2019-11-20,15:30:00,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI ALTURA CASEROS AV.,2,4,4,6,1,5,1,1,1,5
2019-0096,1,2019-11-22,19:33:00,CASEROS AV. Y PIEDRAS,1,1,1,9,3,2,3,1,5,73
2019-0097,1,2019-11-25,08:50:00,"AUTOPISTA PERITO MORENO KM 5,6",2,4,9,14,1,7,2,2,2,23
2019-0098,1,2019-11-25,14:00:00,GUZMAN 365,2,1,15,24,7,2,2,2,5,61
2019-0100,1,2019-12-05,17:30:00,de los constituyentes av. 4300,2,1,12,1,1,1,1,1,3,38
2019-0101,1,2019-12-17,04:20:00,"MORENO, PERITO AV. Y TILCARA AV.",1,1,4,13,1,6,1,1,3,25
2019-0102,1,2019-12-17,14:30:00,"IBARROLA Y GORDILLO, TIMOTEO",1,3,9,1,1,1,1,1,2,18
2019-0103,1,2019-12-18,09:00:00,"PAZ, GRAL. AV. Y GRIVEO",1,2,11,13,1,6,1,1,2,24
2019-0104,1,2019-12-21,04:25:00,RIVADAVIA AV. Y PERGAMINO,1,1,10,1,1,1,2,2,2,23
2019-0105,1,2019-05-05,11:00:00,SANTO TOME Y SEGUROLA AV.,1,1,10,7,3,1,3,2,5,82
2020-0001,1,2020-01-04,10:40:00,URIARTE Y LOYOLA,1,3,15,7,3,1,3,2,5,87
2020-0002,1,2020-01-05,20:00:00,SARAZA Y VARELA AV.,1,1,7,5,1,4,1,1,3,36
2020-0003,1,2020-01-11,06:00:00,RIVADAVIA AV. Y COMBATE DE LOS POZOS,1,1,3,7,3,1,3,1,4,44
2020-0004,1,2020-01-14,21:40:00,RODRIGUEZ PEÑA Y RIVADAVIA AV.,1,1,1,9,3,2,3,1,5,82
2020-0005,1,2020-01-14,06:00:00,24 DE NOVIEMBRE Y SAN JUAN AV.,1,1,3,4,1,2,1,1,3,25
2020-0006,1,2020-01-20,12:55:00,LAFUENTE AV. 2250,2,1,8,6,1,5,1,1,2,23
2020-0007,1,2020-01-27,00:37:00,CHILE Y LIMA ,1,3,1,8,3,6,3,1,4,52
2020-0008,1,2020-01-30,07:10:00,CORDOBA AV. Y JEAN JAURES,1,1,3,6,1,5,1,1,4,49
2020-0009,1,2020-02-04,14:50:00,"PERON, JUAN DOMINGO, TTE. GENERAL Y SALGUERO, JERONIMO",1,3,5,7,3,1,3,1,4,48
2020-0010,1,2020-02-08,05:45:00,9 DE JULIO AV. Y SAN JUAN AV.,1,1,1,5,1,4,1,1,5,61
2020-0011,1,2020-02-12,11:29:00,COLOMBRES 466,2,3,5,6,1,5,1,1,3,31
2020-0012,1,2020-02-18,21:00:00,MEXICO 2860,2,3,3,8,3,6,3,2,5,66
2020-0013,1,2020-02-20,12:00:00,COMBATIENTES DE MALVINAS AV. Y TRIUNVITARO AV.,1,1,15,8,3,6,3,2,4,58
2020-0014,1,2020-02-27,02:14:00,BERMUDEZ Y NOGOYA,1,3,11,4,1,2,1,1,1,15
2020-0015,1,2020-02-28,14:30:00,BRASIL AV. Y PASEO COLON AV.,1,1,1,4,1,2,1,1,3,29
2020-0016,1,2020-02-29,13:00:00,"ALEM,LEANDRO N. AV. 770",2,1,1,9,3,2,3,1,5,68
2020-0017,1,2020-03-05,23:00:00,BELGRANO AV. Y RINCON,1,1,3,7,3,1,3,1,1,10
2020-0018,1,2020-03-09,14:00:00,"UDAONDO, GUILLERMO AV. 901",2,1,13,5,1,4,1,1,3,31
2020-0019,1,2020-03-10,21:00:00,CONSTITUCION Y CASTRO,1,3,5,7,3,1,3,2,5,80
2020-0020,1,2020-03-13,17:30:00,"PUEYRREDON AV. Y GOMEZ, VALENTIN",1,1,3,8,3,6,3,2,5,74
2020-0021,1,2020-03-14,16:50:00,"BRAVO, MARIO 1279",2,3,2,7,3,1,3,2,5,87
2020-0022,1,2020-04-07,06:15:00,"DELLEPIANE, LUIS, TTE. GRAL. Y ESCALADA AV.",1,4,8,16,2,5,2,1,4,44
2020-0023,1,2020-04-09,18:42:00,"ARAOZ DE LAMADRID, GREGORIO, GRAL. Y BROWN, ALTE. AV.",1,1,4,16,2,5,1,1,4,44
2020-0024,1,2020-04-24,07:58:00,MURGUIONDO 1339,2,3,9,10,2,1,1,1,4,53
2020-0025,1,2020-05-12,05:35:00,RIVADAVIA AV. 2551,2,1,3,7,3,1,3,1,4,54
2020-0026,1,2020-05-17,06:40:00,"LUGONES, LEOPOLDO AV. KM 6,1",2,4,13,5,1,4,1,1,3,28
2020-0027,1,2020-05-18,08:00:00,"DELLEPIANE, LUIS, TTE. GRAL. Y MONTIEL",1,1,8,12,3,5,3,1,5,76
2020-0028,1,2020-05-19,10:00:00,"SCALABRINI ORTIZ, RAUL AV. Y WARNES AV.",1,1,15,9,3,2,3,1,5,91
2020-0029,1,2020-06-10,14:00:00,"PAZ, GRAL. AV. y ROFFO, ANGEL H., DR.",1,2,9,9,3,2,3,1,5,80
2020-0030,1,2020-06-16,15:00:00,SAN MARTIN AV. 1550,2,1,6,14,1,7,1,1,4,40
2020-0031,1,2020-06-30,08:00:00,"GARZON, EUGENIO, GRAL. AV. y LARRAYA",1,1,9,6,1,5,1,1,3,29
2020-0032,1,2020-07-10,23:00:00,CORRIENTES AV. Y SERRANO,1,1,15,1,1,1,1,1,2,21
2020-0033,1,2020-07-19,06:25:00,"PAZ, GRAL. AV. Y DEL LIBERTADOR AV.",1,2,0,11,2,4,1,1,3,32
2020-0034,1,2020-08-02,03:20:00,"MITRE, BARTOLOME Y ANCHORENA, TOMAS MANUEL DE, DR.",1,3,3,7,3,1,3,2,1,3
2020-0035,1,2020-08-04,05:30:00,"AU 25 DE MAYO ALTURA PUMACAHUA Y RECUERO, CASIMIRO, TTE. CNEL.",2,4,7,4,1,2,1,1,4,40
2020-0036,1,2020-08-07,18:40:00,"SCALABRINI ORTIZ, RAUL AV. Y PARAGUAY",1,1,14,8,3,6,3,1,5,72
2020-0037,1,2020-08-29,04:30:00,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. Y VARELA AV.",1,1,8,7,3,1,3,1,3,38
2020-0038,2,2020-08-30,04:00:00,"LAS HERAS GENERAL AV. Y DIAZ, CNEL. AV.",1,1,14,10,2,1,1,1,4,46
2020-0038,2,2020-08-30,04:00:00,"LAS HERAS GENERAL AV. Y DIAZ, CNEL. AV.",1,1,14,10,2,1,1,1,5,64
2020-0039,1,2020-09-01,19:17:42,MURGUIONDO 2700,2,3,9,12,3,5,3,1,4,44
2020-0040,1,2020-09-12,03:30:00,"CASTILLO, RAMON S., PRES. AV. Y CALLE 12",1,1,2,11,2,4,1,1,5,61
2020-0041,1,2020-09-28,01:45:00,"CURAPALIGUE Y PERON, EVA AV.",1,1,7,4,1,2,1,1,3,34
2020-0042,1,2020-09-29,17:10:00,"DIAZ, ANA Y SOLDADO DE LA FRONTERA AV.",1,1,8,9,3,2,3,2,4,53
2020-0043,1,2020-09-30,17:20:00,"ALEM, LEANDRO N. AV. Y PARAGUAY",1,1,1,9,3,2,3,1,5,64
2020-0044,1,2020-10-05,00:20:00,LA PLATA AV. E INDEPENDENCIA,1,1,6,10,2,1,1,1,4,43
2020-0045,1,2020-10-19,03:00:00,"PAZ, GRAL. AV. Y 27 DE FEBRERO AV.",1,2,0,16,2,5,1,1,4,50
2020-0046,1,2020-10-27,21:00:00,"NAZCA AV. Y CARRANZA, ADOLFO P.",1,1,11,13,1,6,1,1,4,41
2020-0047,1,2020-10-27,14:00:00,AUTOPISTA CAMPORA ALTURA LACARRA AV.,1,4,7,12,3,5,3,1,1,15
2020-0048,1,2020-10-29,20:20:00,DORREGO AV. 614,2,1,15,5,1,4,1,1,4,41
2020-0049,1,2020-10-30,20:00:00,"DEL LIBERTADOR AV. Y RAMOS MEJIA, JOSE MARIA, DR. AV.",1,1,1,7,3,1,3,1,3,36
2020-0050,1,2020-11-01,22:00:00,SANTA FE AV. Y GODOY CRUZ,1,1,14,8,3,6,3,2,3,28
2020-0051,1,2020-11-05,00:40:00,AVELLANEDA AV. Y MERCEDES,1,1,10,1,1,1,1,1,4,49
2020-0052,1,2020-11-07,06:50:00,TUCUMAN Y PUEYRREDON AV.,1,1,3,21,6,5,4,1,4,44
2020-0053,1,2020-11-09,03:30:00,"ALCORTA, AMANCIO AV. Y EINSTEIN, ALBERTO",1,1,4,10,2,1,2,1,3,27
2020-0054,1,2020-11-19,09:00:00,INCLAN Y ALBERTI,1,3,4,30,6,1,4,1,4,59
2020-0055,1,2020-11-19,12:30:00,OLAZABAL AV. 5437,2,1,12,12,3,5,3,1,5,91
2020-0056,1,2020-11-21,13:00:00,"PAZ, GRAL. AV. Y DOCTOR RAMON CARRILLO",1,2,8,6,1,5,1,2,3,34
2020-0057,1,2020-11-23,07:45:00,"NAZCA AV. Y VIALE, LUIS",1,1,11,7,3,1,3,1,5,84
2020-0058,1,2020-11-24,16:00:00,"OLIVERA AV. Y FALCON, RAMON L., CNEL.",1,1,10,7,3,1,3,1,4,57
2020-0059,1,2020-12-01,06:35:00,BRASIL 1100,2,3,1,9,3,2,3,2,4,49
2020-0060,1,2020-12-03,20:30:00,"HOMERO Y PERON, EVA AV.",1,1,9,8,3,6,3,2,5,69
2020-0061,1,2020-12-03,14:40:00,"CANTILO, INT. Y UDAONDO, GUILLERMO AV.",1,4,13,6,1,5,1,1,4,45
2020-0062,1,2020-12-04,17:19:00,MORENO 1845,2,3,3,23,6,2,4,1,4,47
2020-0063,2,2020-12-05,07:10:00,NUEVA YORK Y ALTA GRACIA,1,3,11,8,3,6,3,1,3,38
2020-0063,2,2020-12-05,07:10:00,NUEVA YORK Y ALTA GRACIA,1,3,11,8,3,6,2,1,2,21
2020-0065,1,2020-12-05,16:00:00,"PAZ, GRAL. AV. Y GOYENECHE, ROBERTO PARQUE AV.",1,2,12,1,1,1,1,1,2,24
2020-0066,1,2020-12-07,04:30:00,AUTOPISTA PERITO MORENO ALTURA ESTACION DE TREN VILLA LURO,2,4,10,5,1,4,1,1,3,27
2020-0067,1,2020-12-11,22:00:00,SAENZ AV. Y BEAZLEY,1,1,4,9,3,2,3,1,4,51
2020-0068,1,2020-12-12,20:30:00,DEL LIBERTADOR AV. Y AUSTRIA,1,1,2,1,1,1,1,1,5,71
2020-0069,1,2020-12-15,05:20:00,"INDEPENDENCIA AV. Y SAENZ PEÑA, LUIS, PRES.",1,1,1,4,1,2,2,1,3,25
2020-0070,1,2020-12-17,15:35:00,"CALLAO AV. Y LAS HERAS, GENERAL",1,1,2,9,3,2,3,2,5,81
2020-0071,1,2020-12-17,23:00:00,SAN PEDRITO AV. Y DIRECTORIO AV.,1,1,7,7,3,1,3,1,1,4
2020-0072,1,2020-12-19,03:30:00,"JUJUY AV. Y CARLOS, CALVO",1,1,3,30,6,1,4,1,4,42
2020-0073,1,2020-12-20,07:40:00,27 DE FEBRERO AV. Y ESCALADA AV.,1,1,8,5,1,4,1,1,4,56
2020-0074,1,2020-12-20,21:00:00,BOGOTA Y NAZCA AV.,1,1,7,10,2,1,1,1,3,39
2020-0075,1,2020-12-23,14:00:00,CORRIENTES AV. Y 9 DE JULIO AV.,1,1,1,9,3,2,3,1,2,23
2020-0076,1,2020-12-24,12:30:00,ALVAREZ JONTE AV. Y CHIVILCOY,1,1,10,2,2,2,1,2,5,78
2020-0077,2,2020-12-25,06:40:00,SAN MARTIN AV. Y PUNTA ARENAS,1,1,15,1,1,1,1,2,3,30
2020-0077,2,2020-12-25,06:40:00,SAN MARTIN AV. Y PUNTA ARENAS,1,1,15,1,1,1,2,2,2,24
2020-0078,1,2020-12-25,05:50:00,BARCO CENTENERA DEL 1118,2,3,7,23,6,2,4,1,3,26
2020-0079,1,2020-12-27,04:15:00,"PAZ, GRAL. AV. Y ACCESO NORTE - PANAMERICANA",1,2,12,5,1,4,1,1,3,28
2021-0001,1,2021-01-06,18:00:00,AU FRONDIZI KM. 3,2,4,1,1,1,1,1,1,3,36
2021-0002,1,2021-01-07,10:20:00,"CASTRO, EMILIO AV. Y MURGUIONDO",1,1,9,6,1,5,1,2,4,47
2021-0003,1,2021-01-10,07:40:00,"AU 25 DE MAYO KM. 3,7",2,4,7,5,1,4,1,1,3,27
2021-0004,1,2021-01-11,09:12:18,CASEROS AV. Y GUARANI,1,1,4,12,3,5,3,2,5,61
2021-0005,1,2021-01-11,21:30:00,"PERON, EVA AV. 3800",2,1,9,7,3,1,3,1,5,73
2021-0006,1,2021-01-12,21:00:00,AU ILLIA y SARMIENTO AV.,1,4,14,6,1,5,2,2,2,23
2021-0007,1,2021-01-18,10:00:00,DE LOS CONSTITUYENTES AV. Y GIRIBONE,1,1,15,13,1,6,1,1,5,84
2021-0008,1,2021-01-22,23:30:00,"SAENZ AV. Y RABANAL, FRANCISCO, INTENDENTE AV.",1,1,4,9,3,2,3,1,3,28
2021-0009,1,2021-01-23,05:30:00,PAYSANDU Y GAONA,1,1,6,5,1,4,1,1,3,31
2021-0010,1,2021-01-23,08:00:00,"PAZ, GRAL. AV. Y BALBIN, RICARDO, DR. AV. ",1,2,0,1,1,1,1,1,3,28
2021-0011,1,2021-01-27,01:04:26,SANTA FE AV. 1675,2,1,2,7,3,1,3,1,2,21
2021-0012,1,2021-01-29,20:07:22,AU DELLEPIANE Y GUAMINI,1,4,8,7,3,1,3,1,5,72
2021-0013,1,2021-01-31,06:10:00,"FALCON, RAMON L., CNEL. Y OLIVERA AV.",1,1,10,5,1,4,1,1,4,41
2021-0014,1,2021-02-02,00:50:00,SAN MARTIN AV. Y NOGOYA,1,1,15,7,3,1,3,1,3,28
2021-0015,1,2021-02-06,03:05:00,SAN MARTIN AV. Y TINOGASTA,1,1,15,5,1,4,1,1,3,26
2021-0016,1,2021-02-14,05:50:00,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. Y DE LA TORRE, LISANDRO",1,1,8,11,2,4,1,1,2,22
2021-0017,1,2021-02-17,04:10:00,SALTA Y CASEROS AV.,1,1,1,4,1,2,1,1,3,33
2021-0018,1,2021-02-20,19:00:00,"JAURES, JEAN Y PERON, JUAN DOMINGO, TTE. GENERAL",1,3,3,7,3,1,3,1,3,36
2021-0019,1,2021-02-21,01:20:00,"TRIUNVIRATO AV. Y LARRALDE, CRISOLOGO AV.",1,1,12,5,1,4,1,1,3,30
2021-0020,1,2021-02-21,15:00:00,POTOSI Y GASCON,1,3,5,12,3,5,3,2,4,45
2021-0021,1,2021-02-26,05:30:00,"YRIGOYEN, HIPOLITO Y  24 DE NOVIEMBRE",1,3,3,5,1,4,1,1,3,39
2021-0022,1,2021-02-28,12:00:00,DEL LIBERTADOR AV. Y ROOSEVELT FRANKLIN D.,1,1,13,40,7,0,2,1,5,68
2021-0023,1,2021-03-01,09:20:00,"AU BUENOS AIRES LA PLATA  KM 4,5",2,4,0,6,1,5,1,1,2,24
2021-0024,1,2021-03-03,16:30:00,"PERON, EVA AV. y PIEDRA BUENA AV",1,1,9,21,6,5,4,1,1,5
2021-0025,1,2021-03-11,03:45:00,"PAZ, GRAL. AV. y DELLEPIANE, LUIS, TTE. GRAL",1,2,0,39,1,8,1,1,3,37
2021-0026,1,2021-03-15,02:35:00,"AU FRONDIZI ALTURA QUINQUELA MARTIN, BENITO",2,4,4,5,1,4,1,1,3,36
2021-0027,1,2021-03-16,15:30:00,"PAZ, GRAL. AV. y DONADO",1,2,12,6,1,5,1,2,2,19
